dt(GPS)	frame	 LO(m)	 AO(rad)
28.0001	214	0.0188	-0.0931
28.0001	215	0.0188	-0.0931
28.0001	216	0.0190	-0.0970
28.0001	217	0.0218	-0.0984
29.0000	218	0.0168	-0.0991
29.0000	219	0.0200	-0.1006
29.0000	220	0.0193	-0.1020
29.0000	221	0.0192	-0.1026
29.0000	222	0.0183	-0.1046
29.0000	223	0.0177	-0.1063
29.0000	224	0.0173	-0.1069
30.0000	225	0.0188	-0.1080
30.0000	226	0.0188	-0.1080
30.0000	227	0.0220	-0.1088
30.0000	228	0.0207	-0.1096
30.0000	229	0.0197	-0.1107
30.9999	230	0.0170	-0.1119
30.9999	231	0.0168	-0.1125
30.9999	232	0.0165	-0.1075
30.9999	233	0.0146	-0.1027
30.9999	234	0.0152	-0.0972
30.9999	235	0.0170	-0.0973
31.9999	236	0.0063	-0.0968
31.9999	237	0.0057	-0.0976
31.9999	238	0.0053	-0.0989
31.9999	239	0.0053	-0.1014
31.9999	240	0.0049	-0.1029
31.9999	241	0.0026	-0.1028
33.0007	242	0.0294	-0.1035
33.0007	243	0.0285	-0.1051
33.0007	244	0.0284	-0.1057
33.0007	245	0.0294	-0.1071
33.0007	246	0.0310	-0.1091
33.0007	247	0.0341	-0.1098
34.0000	248	0.0494	-0.1105
34.0000	249	0.0492	-0.1106
34.0000	250	0.0492	-0.1106
34.0000	251	0.0492	-0.1106
34.0000	252	0.0449	-0.1117
34.0000	253	0.0496	-0.1161
35.0002	254	0.0786	-0.1206
35.0002	255	0.0797	-0.1221
35.0002	256	0.0792	-0.1232
35.0002	257	0.0780	-0.1237
35.0002	258	0.0789	-0.1269
35.0002	259	0.0816	-0.1286
35.9998	260	0.0868	-0.1267
35.9998	261	0.0835	-0.1070
35.9998	262	0.0798	-0.0857
35.9998	263	0.0781	-0.0826
35.9998	264	0.0779	-0.0815
35.9998	265	0.0773	-0.0828
36.9998	266	0.0548	-0.0861
36.9998	267	0.0562	-0.0883
36.9998	268	0.0564	-0.0900
36.9998	269	0.0554	-0.0915
36.9998	270	0.0550	-0.0924
36.9998	271	0.0552	-0.0938
38.0000	272	0.0400	-0.0956
38.0000	273	0.0397	-0.0969
38.0000	274	0.0395	-0.0986
38.0000	275	0.0386	-0.1008
38.0000	276	0.0375	-0.1017
38.0000	277	0.0372	-0.1022
38.0000	278	0.0380	-0.1023
39.0000	279	0.0333	-0.1045
39.0000	280	0.0351	-0.1062
39.0000	281	0.0362	-0.1075
39.0000	282	0.0374	-0.1097
39.0000	283	0.0383	-0.1102
40.0005	284	0.0299	-0.1097
40.0005	285	0.0293	-0.1103
40.0005	286	0.0294	-0.1101
40.0005	287	0.0288	-0.1070
40.0005	288	0.0251	-0.0990
40.0005	289	0.0212	-0.0889
40.9998	290	0.0272	-0.0861
40.9998	291	0.0278	-0.0865
40.9998	292	0.0297	-0.0872
40.9998	293	0.0286	-0.0884
40.9998	294	0.0309	-0.0919
40.9998	295	0.0317	-0.0928
41.9999	296	0.0388	-0.0950
41.9999	297	0.0390	-0.0955
41.9999	298	0.0392	-0.0983
41.9999	299	0.0402	-0.1001
41.9999	300	0.0405	-0.1010
41.9999	301	0.0383	-0.1029
41.9999	302	0.0402	-0.1048
43.0003	303	0.0623	-0.1070
43.0003	304	0.0615	-0.1080
43.0003	305	0.0615	-0.1080
43.0003	306	0.0612	-0.1090
43.0003	307	0.0616	-0.1108
43.0003	308	0.0617	-0.1115
44.0001	309	0.0652	-0.1124
44.0001	310	0.0641	-0.1104
44.0001	311	0.0598	-0.0960
44.0001	312	0.0584	-0.0867
44.0001	313	0.0559	-0.0812
44.0001	314	0.0567	-0.0799
44.9999	315	0.0557	-0.0806
44.9999	316	0.0520	-0.0820
44.9999	317	0.0512	-0.0836
44.9999	318	0.0535	-0.0868
44.9999	319	0.0543	-0.0886
44.9999	320	0.0519	-0.0895
46.0014	321	0.0517	-0.0903
46.0014	322	0.0510	-0.0912
46.0014	323	0.0524	-0.0910
46.0014	324	0.0540	-0.0915
46.0014	325	0.0549	-0.0918
46.0014	326	0.0553	-0.0932
47.0001	327	0.0540	-0.0936
47.0001	328	0.0538	-0.0942
47.0001	329	0.0550	-0.0959
47.0001	330	0.0522	-0.0957
47.0001	331	0.0502	-0.0951
47.0001	332	0.0487	-0.0955
47.9990	333	0.2199	-0.0979
47.9990	334	0.2205	-0.0992
47.9990	335	0.2209	-0.1005
47.9990	336	0.2220	-0.1023
47.9990	337	0.2240	-0.1032
47.9990	338	0.2249	-0.1037
49.0002	339	0.5501	-0.1045
49.0002	340	0.5497	-0.1054
49.0002	341	0.5503	-0.1075
49.0002	342	0.5505	-0.1085
49.0002	343	0.5442	-0.1039
49.0002	344	0.5394	-0.0960
49.0002	345	0.5382	-0.0930
49.9993	346	0.4359	-0.0849
49.9993	347	0.4369	-0.0827
49.9993	348	0.4379	-0.0813
49.9993	349	0.4381	-0.0817
49.9993	350	0.4384	-0.0821
49.9993	351	0.4391	-0.0846
51.0006	352	0.1339	-0.0850
51.0006	353	0.1336	-0.0880
51.0006	354	0.1341	-0.0886
51.0006	355	0.1336	-0.0885
51.0006	356	0.1281	-0.0908
51.0006	357	0.1277	-0.0914
52.0006	358	0.0846	-0.0934
52.0006	359	0.0861	-0.0945
52.0006	360	0.0858	-0.0952
52.0006	361	0.0868	-0.0980
52.0006	362	0.0872	-0.0995
53.0005	363	0.0809	-0.1008
53.0005	364	0.0802	-0.1015
53.0005	365	0.0802	-0.1015
53.0005	366	0.0802	-0.1015
53.0005	367	0.0861	-0.1059
53.0005	368	0.0861	-0.1059
53.0005	369	0.0861	-0.1059
53.0005	370	0.0861	-0.1059
53.0005	371	0.0867	-0.1061
53.9997	372	0.0812	-0.1107
53.9997	373	0.0805	-0.1107
53.9997	374	0.0793	-0.1062
55.0001	375	0.0674	-0.1027
55.0001	376	0.0669	-0.1000
55.0001	377	0.0667	-0.1005
55.0001	378	0.0673	-0.1021
55.0001	379	0.0655	-0.1041
55.0001	380	0.0654	-0.1029
55.9999	381	0.0547	-0.0977
55.9999	382	0.0525	-0.0923
55.9999	383	0.0518	-0.0915
55.9999	384	0.0514	-0.0905
55.9999	385	0.0532	-0.0936
55.9999	386	0.0545	-0.0959
57.0009	387	0.0436	-0.0976
57.0009	388	0.0463	-0.1007
57.0009	389	0.0481	-0.1022
57.0009	390	0.0481	-0.1034
57.0009	391	0.0477	-0.1043
57.0009	392	0.0468	-0.1052
58.0000	393	0.0374	-0.1059
58.0000	394	0.0380	-0.1061
58.0000	395	0.0386	-0.1069
58.0000	396	0.0373	-0.1082
58.0000	397	0.0375	-0.1098
58.0000	398	0.0372	-0.1108
59.0007	399	0.0376	-0.1120
59.0007	400	0.0374	-0.1133
59.0007	401	0.0376	-0.1156
59.0007	402	0.0383	-0.1173
59.0007	403	0.0382	-0.1176
59.0007	404	0.0384	-0.1189
60.0000	405	0.0540	-0.1155
60.0000	406	0.0506	-0.1063
60.0000	407	0.0477	-0.0901
60.0000	408	0.0462	-0.0842
60.0000	409	0.0454	-0.0804
60.0000	410	0.0445	-0.0788
60.0000	411	0.0446	-0.0790
61.0004	412	0.0445	-0.0829
61.0004	413	0.0445	-0.0829
61.0004	414	0.0473	-0.0855
61.0004	415	0.0469	-0.0858
61.0004	416	0.0478	-0.0870
61.9998	417	0.0464	-0.0879
61.9998	418	0.0458	-0.0887
61.9998	419	0.0465	-0.0902
61.9998	420	0.0481	-0.0917
61.9998	421	0.0492	-0.0928
61.9998	422	0.0492	-0.0932
62.9999	423	0.0641	-0.0935
62.9999	424	0.0625	-0.0935
62.9999	425	0.0599	-0.0946
62.9999	426	0.0603	-0.0958
62.9999	427	0.0603	-0.0958
62.9999	428	0.0603	-0.0958
64.0005	429	0.0472	-0.0999
64.0005	430	0.0447	-0.1014
64.0005	431	0.0455	-0.1018
64.0005	432	0.0441	-0.1017
64.0005	433	0.0419	-0.1023
64.0005	434	0.0397	-0.1017
65.0006	435	0.0309	-0.1013
65.0006	436	0.0304	-0.1015
65.0006	437	0.0297	-0.1014
65.0006	438	0.0295	-0.0949
65.0006	439	0.0294	-0.0896
65.0006	440	0.0279	-0.0813
65.0006	441	0.0239	-0.0694
66.0003	442	0.0158	-0.0693
66.0003	443	0.0111	-0.0721
66.0003	444	0.0096	-0.0739
66.0003	445	0.0088	-0.0755
66.0003	446	0.0097	-0.0763
66.0003	447	0.0101	-0.0769
66.9999	448	0.0374	-0.0776
66.9999	449	0.0405	-0.0792
66.9999	450	0.0407	-0.0803
66.9999	451	0.0378	-0.0825
66.9999	452	0.0361	-0.0830
66.9999	453	0.0355	-0.0844
68.0003	454	0.0459	-0.0863
68.0003	455	0.0465	-0.0875
68.0003	456	0.0468	-0.0880
68.0003	457	0.0442	-0.0892
68.0003	458	0.0411	-0.0918
68.0003	459	0.0381	-0.0935
69.0005	460	0.0292	-0.0948
69.0005	461	0.0304	-0.0954
69.0005	462	0.0295	-0.0969
69.0005	463	0.0297	-0.0982
69.0005	464	0.0309	-0.0980
69.0005	465	0.0323	-0.0981
70.0003	466	0.0210	-0.0993
70.0003	467	0.0189	-0.1008
70.0003	468	0.0178	-0.1012
70.0003	469	0.0167	-0.1021
70.0003	470	0.0163	-0.1023
70.0003	471	0.0163	-0.1043
71.0003	472	0.0151	-0.1060
71.0003	473	0.0148	-0.1069
71.0003	474	0.0141	-0.1084
71.0003	475	0.0114	-0.1115
71.0003	476	0.0123	-0.1128
71.0003	477	0.0142	-0.1145
71.9999	478	0.0080	-0.1154
71.9999	479	0.0080	-0.1168
71.9999	480	0.0065	-0.1181
71.9999	481	0.0057	-0.1195
71.9999	482	0.0079	-0.1215
71.9999	483	0.0089	-0.1175
73.0002	484	0.0220	-0.1080
73.0002	485	0.0174	-0.1004
73.0002	486	0.0183	-0.0982
73.0002	487	0.0190	-0.0990
73.0002	488	0.0190	-0.0990
73.0002	489	0.0188	-0.0997
73.0002	490	0.0188	-0.0997
74.0000	491	0.0375	-0.1022
74.0000	492	0.0375	-0.1022
74.0000	493	0.0397	-0.1047
74.0000	494	0.0380	-0.0940
74.0000	495	0.0334	-0.0644
74.0000	496	0.0334	-0.0644
74.0000	497	0.0334	-0.0644
74.0000	498	0.0334	-0.0644
74.0000	499	0.0334	-0.0644
74.0000	500	0.0334	-0.0644
75.0000	501	0.0093	-0.0543
75.9999	502	0.0093	-0.0619
75.9999	503	0.0093	-0.0619
75.9999	504	0.0101	-0.0637
75.9999	505	0.0107	-0.0648
75.9999	506	0.0107	-0.0648
75.9999	507	0.0107	-0.0648
75.9999	508	0.0083	-0.0691
75.9999	509	0.0083	-0.0691
75.9999	510	0.0083	-0.0691
75.9999	511	0.0083	-0.0691
76.9999	512	0.0074	-0.0761
76.9999	513	0.0075	-0.0764
78.0002	514	0.0229	-0.0778
78.0002	515	0.0242	-0.0789
78.0002	516	0.0245	-0.0798
78.0002	517	0.0237	-0.0821
78.0002	518	0.0210	-0.0842
78.0002	519	0.0193	-0.0851
78.9999	520	0.0357	-0.0873
78.9999	521	0.0350	-0.0887
78.9999	522	0.0349	-0.0903
78.9999	523	0.0360	-0.0926
78.9999	524	0.0342	-0.0938
78.9999	525	0.0328	-0.0952
80.0003	526	0.0274	-0.0966
80.0003	527	0.0294	-0.0971
80.0003	528	0.0293	-0.0989
80.0003	529	0.0288	-0.1001
80.0003	530	0.0282	-0.1011
80.0003	531	0.0270	-0.1026
81.0004	532	0.0332	-0.1031
81.0004	533	0.0330	-0.1033
81.0004	534	0.0330	-0.1033
81.0004	535	0.0330	-0.1033
81.0004	536	0.0320	-0.1017
81.0004	537	0.0323	-0.0986
82.0001	538	0.0367	-0.0964
82.0001	539	0.0369	-0.0922
82.0001	540	0.0373	-0.0874
82.0001	541	0.0402	-0.0784
82.0001	542	0.0425	-0.0744
82.0001	543	0.0427	-0.0741
82.0001	544	0.0425	-0.0734
83.0002	545	0.0573	-0.0749
83.0002	546	0.0574	-0.0767
83.0002	547	0.0589	-0.0771
83.0002	548	0.0597	-0.0772
83.0002	549	0.0594	-0.0778
83.0002	550	0.0597	-0.0776
83.9999	551	0.0515	-0.0790
83.9999	552	0.0517	-0.0791
83.9999	553	0.0519	-0.0803
83.9999	554	0.0533	-0.0806
83.9999	555	0.0535	-0.0811
85.0002	556	0.0451	-0.0820
85.0002	557	0.0432	-0.0834
85.0002	558	0.0431	-0.0841
85.0002	559	0.0440	-0.0845
85.0002	560	0.0448	-0.0863
85.0002	561	0.0450	-0.0863
86.0001	562	0.0348	-0.0871
86.0001	563	0.0343	-0.0881
86.0001	564	0.0328	-0.0901
86.0001	565	0.0303	-0.0921
86.0001	566	0.0296	-0.0932
86.0001	567	0.0267	-0.0946
86.9991	568	0.1969	-0.0960
86.9991	569	0.1968	-0.0944
86.9991	570	0.1914	-0.0858
86.9991	571	0.1892	-0.0795
86.9991	572	0.1896	-0.0785
86.9991	573	0.1901	-0.0794
87.9994	574	0.5116	-0.0805
87.9994	575	0.5141	-0.0822
87.9994	576	0.5159	-0.0830
87.9994	577	0.5182	-0.0870
87.9994	578	0.5170	-0.0890
87.9994	579	0.5161	-0.0907
87.9994	580	0.5161	-0.0907
88.9989	581	0.5027	-0.0939
88.9989	582	0.5024	-0.0959
88.9989	583	0.5002	-0.0980
88.9989	584	0.4988	-0.0991
88.9989	585	0.4979	-0.1007
89.9984	586	0.1528	-0.1022
89.9984	587	0.1525	-0.1032
89.9984	588	0.1513	-0.1043
89.9984	589	0.1505	-0.1053
89.9984	590	0.1482	-0.1077
89.9984	591	0.1475	-0.1080
89.9984	592	0.1467	-0.1097
90.9995	593	0.0355	-0.1101
90.9995	594	0.0366	-0.1112
90.9995	595	0.0386	-0.1114
90.9995	596	0.0414	-0.1113
90.9995	597	0.0428	-0.1111
90.9995	598	0.0463	-0.1054
91.9989	599	0.0600	-0.0998
91.9989	600	0.0609	-0.0957
91.9989	601	0.0615	-0.0944
91.9989	602	0.0641	-0.0938
91.9989	603	0.0653	-0.0943
91.9989	604	0.0632	-0.0954
92.9987	605	0.0744	-0.0978
92.9987	606	0.0722	-0.0994
92.9987	607	0.0734	-0.1006
92.9987	608	0.0748	-0.0998
92.9987	609	0.0737	-0.1016
92.9987	610	0.0730	-0.1025
93.9991	611	0.0860	-0.1055
93.9991	612	0.0860	-0.1055
93.9991	613	0.0847	-0.1076
93.9991	614	0.0801	-0.1121
93.9991	615	0.0792	-0.1132
93.9991	616	0.0784	-0.1136
94.9994	617	0.0681	-0.1146
94.9994	618	0.0672	-0.1151
94.9994	619	0.0671	-0.1163
94.9994	620	0.0672	-0.1164
94.9994	621	0.0673	-0.1184
94.9994	622	0.0657	-0.1202
95.9990	623	0.0507	-0.1223
95.9990	624	0.0483	-0.1247
95.9990	625	0.0470	-0.1261
95.9990	626	0.0481	-0.1271
95.9990	627	0.0500	-0.1253
95.9990	628	0.0517	-0.1194
96.9993	629	0.0459	-0.1153
96.9993	630	0.0480	-0.1154
96.9993	631	0.0477	-0.1148
96.9993	632	0.0465	-0.1126
96.9993	633	0.0472	-0.0991
96.9993	634	0.0496	-0.0924
97.9991	635	0.0553	-0.0874
97.9991	636	0.0534	-0.0873
97.9991	637	0.0521	-0.0882
97.9991	638	0.0524	-0.0891
97.9991	639	0.0536	-0.0899
97.9991	640	0.0525	-0.0908
98.9990	641	0.0484	-0.0931
98.9990	642	0.0480	-0.0948
98.9990	643	0.0489	-0.0955
98.9990	644	0.0486	-0.0960
98.9990	645	0.0485	-0.0968
98.9990	646	0.0502	-0.0969
99.9990	647	0.0513	-0.0982
99.9990	648	0.0492	-0.0985
99.9990	649	0.0462	-0.0994
99.9990	650	0.0477	-0.0993
99.9990	651	0.0492	-0.0991
99.9990	652	0.0499	-0.1006
100.9991	653	0.0500	-0.1014
100.9991	654	0.0516	-0.1013
100.9991	655	0.0535	-0.1016
100.9991	656	0.0515	-0.1026
100.9991	657	0.0486	-0.1042
100.9991	658	0.0489	-0.1061
101.9985	659	0.0444	-0.1086
101.9985	660	0.0419	-0.1101
101.9985	661	0.0367	-0.1131
101.9985	662	0.0369	-0.1135
101.9985	663	0.0356	-0.1140
101.9985	664	0.0329	-0.1165
102.9988	665	0.0247	-0.1164
102.9988	666	0.0253	-0.1151
102.9988	667	0.0256	-0.1161
102.9988	668	0.0251	-0.1176
102.9988	669	0.0232	-0.1201
102.9988	670	0.0245	-0.1206
102.9988	671	0.0261	-0.1184
103.9986	672	0.0129	-0.1018
103.9986	673	0.0177	-0.0855
103.9986	674	0.0207	-0.0798
103.9986	675	0.0240	-0.0760
103.9986	676	0.0245	-0.0761
104.9991	677	0.0428	-0.0789
104.9991	678	0.0442	-0.0805
104.9991	679	0.0451	-0.0819
104.9991	680	0.0453	-0.0826
104.9991	681	0.0452	-0.0849
104.9991	682	0.0424	-0.0888
105.9992	683	0.0452	-0.0895
105.9992	684	0.0419	-0.0902
105.9992	685	0.0408	-0.0919
105.9992	686	0.0414	-0.0923
105.9992	687	0.0415	-0.0919
105.9992	688	0.0404	-0.0922
106.9992	689	0.0426	-0.0914
106.9992	690	0.0425	-0.0909
106.9992	691	0.0416	-0.0909
106.9992	692	0.0417	-0.0911
106.9992	693	0.0407	-0.0930
106.9992	694	0.0411	-0.0940
107.9987	695	0.0375	-0.0940
107.9987	696	0.0378	-0.0943
107.9987	697	0.0362	-0.0959
107.9987	698	0.0353	-0.0974
107.9987	699	0.0361	-0.0975
107.9987	700	0.0361	-0.0975
109.0000	701	0.0298	-0.1016
109.0000	702	0.0306	-0.1035
109.0000	703	0.0321	-0.1045
109.0000	704	0.0330	-0.1059
109.0000	705	0.0317	-0.1084
109.0000	706	0.0312	-0.1094
109.0000	707	0.0312	-0.1100
109.9989	708	0.0240	-0.1106
109.9989	709	0.0229	-0.1100
109.9989	710	0.0229	-0.1100
109.9989	711	0.0229	-0.1100
109.9989	712	0.0252	-0.0945
110.9997	713	0.0253	-0.0808
110.9997	714	0.0247	-0.0800
110.9997	715	0.0243	-0.0790
110.9997	716	0.0218	-0.0799
110.9997	717	0.0201	-0.0817
110.9997	718	0.0220	-0.0839
111.9992	719	0.0106	-0.0837
111.9992	720	0.0128	-0.0833
111.9992	721	0.0109	-0.0849
111.9992	722	0.0094	-0.0858
111.9992	723	0.0074	-0.0857
111.9992	724	0.0086	-0.0861
112.9990	725	0.0012	-0.0876
112.9990	726	0.0005	-0.0880
112.9990	727	0.0020	-0.0884
112.9990	728	0.0026	-0.0891
112.9990	729	0.0054	-0.0904
112.9990	730	0.0064	-0.0913
113.9987	731	0.0121	-0.0926
113.9987	732	0.0118	-0.0939
113.9987	733	0.0134	-0.0959
113.9987	734	0.0143	-0.0968
113.9987	735	0.0129	-0.0966
113.9987	736	0.0142	-0.0982
114.9996	737	0.0204	-0.0991
114.9996	738	0.0209	-0.0995
114.9996	739	0.0193	-0.0986
114.9996	740	0.0202	-0.0987
114.9996	741	0.0221	-0.1000
114.9996	742	0.0226	-0.1001
114.9996	743	0.0220	-0.0969
114.9996	744	0.0220	-0.0969
115.9987	745	0.0200	-0.0771
115.9987	746	0.0202	-0.0766
115.9987	747	0.0195	-0.0765
115.9987	748	0.0182	-0.0767
115.9987	749	0.0182	-0.0770
116.9992	750	0.0102	-0.0807
116.9992	751	0.0105	-0.0807
116.9992	752	0.0105	-0.0807
116.9992	753	0.0108	-0.0843
116.9992	754	0.0113	-0.0861
116.9992	755	0.0104	-0.0864
117.9992	756	0.0108	-0.0876
117.9992	757	0.0127	-0.0899
117.9992	758	0.0140	-0.0925
117.9992	759	0.0157	-0.0938
117.9992	760	0.0160	-0.0942
117.9992	761	0.0162	-0.0950
118.9988	762	0.0111	-0.0970
118.9988	763	0.0114	-0.0973
118.9988	764	0.0100	-0.0981
118.9988	765	0.0086	-0.0983
118.9988	766	0.0084	-0.0988
118.9988	767	0.0080	-0.0927
119.9987	768	0.0117	-0.0793
119.9987	769	0.0137	-0.0752
119.9987	770	0.0147	-0.0741
119.9987	771	0.0150	-0.0737
119.9987	772	0.0153	-0.0740
119.9987	773	0.0161	-0.0753
120.9986	774	0.0369	-0.0762
120.9986	775	0.0378	-0.0764
120.9986	776	0.0387	-0.0770
120.9986	777	0.0401	-0.0787
120.9986	778	0.0424	-0.0798
120.9986	779	0.0434	-0.0799
121.9993	780	0.0397	-0.0801
121.9993	781	0.0390	-0.0805
121.9993	782	0.0381	-0.0801
121.9993	783	0.0377	-0.0802
121.9993	784	0.0359	-0.0795
121.9993	785	0.0358	-0.0797
122.9988	786	0.0361	-0.0800
122.9988	787	0.0353	-0.0801
122.9988	788	0.0339	-0.0806
122.9988	789	0.0324	-0.0821
122.9988	790	0.0325	-0.0832
122.9988	791	0.0319	-0.0838
123.9985	792	0.0410	-0.0841
123.9985	793	0.0409	-0.0855
123.9985	794	0.0394	-0.0874
123.9985	795	0.0392	-0.0879
123.9985	796	0.0399	-0.0891
123.9985	797	0.0392	-0.0904
124.9993	798	0.0387	-0.0917
124.9993	799	0.0380	-0.0925
124.9993	800	0.0377	-0.0936
124.9993	801	0.0365	-0.0956
124.9993	802	0.0363	-0.0973
124.9993	803	0.0353	-0.0985
125.9989	804	0.2246	-0.1007
125.9989	805	0.2245	-0.1031
125.9989	806	0.2244	-0.1040
125.9989	807	0.2201	-0.0992
125.9989	808	0.2175	-0.0939
125.9989	809	0.2082	-0.0768
126.9995	810	0.5224	-0.0753
126.9995	811	0.5209	-0.0738
126.9995	812	0.5209	-0.0755
126.9995	813	0.5208	-0.0773
126.9995	814	0.5227	-0.0795
126.9995	815	0.5249	-0.0797
127.9991	816	0.4373	-0.0716
127.9991	817	0.4353	-0.0725
127.9991	818	0.4324	-0.0748
127.9991	819	0.4330	-0.0757
127.9991	820	0.4314	-0.0774
127.9991	821	0.4299	-0.0793
128.9987	822	0.0963	-0.0803
128.9987	823	0.0964	-0.0817
128.9987	824	0.0952	-0.0830
128.9987	825	0.0949	-0.0842
128.9987	826	0.0966	-0.0851
128.9987	827	0.0968	-0.0864
129.9986	828	0.0078	-0.0859
129.9986	829	0.0084	-0.0861
129.9986	830	0.0096	-0.0865
129.9986	831	0.0096	-0.0867
129.9986	832	0.0094	-0.0873
129.9986	833	0.0090	-0.0885
130.9992	834	0.0190	-0.0894
130.9992	835	0.0197	-0.0896
130.9992	836	0.0204	-0.0906
130.9992	837	0.0217	-0.0905
130.9992	838	0.0226	-0.0906
130.9992	839	0.0220	-0.0903
130.9992	840	0.0220	-0.0903
130.9992	841	0.0220	-0.0903
131.9992	842	0.0294	-0.0940
131.9992	843	0.0292	-0.0942
131.9992	844	0.0292	-0.0942
131.9992	845	0.0283	-0.0970
132.9991	846	0.0088	-0.0996
132.9991	847	0.0110	-0.0995
132.9991	848	0.0128	-0.0999
132.9991	849	0.0139	-0.1003
132.9991	850	0.0099	-0.1029
132.9991	851	0.0081	-0.1038
133.9992	852	0.0191	-0.1044
133.9992	853	0.0198	-0.1067
133.9992	854	0.0200	-0.1089
133.9992	855	0.0197	-0.1105
133.9992	856	0.0194	-0.1122
133.9992	857	0.0201	-0.1134
134.9992	858	0.0527	-0.1138
134.9992	859	0.0520	-0.1089
134.9992	860	0.0516	-0.1047
134.9992	861	0.0540	-0.1010
134.9992	862	0.0560	-0.0965
134.9992	863	0.0551	-0.0920
135.9990	864	0.0667	-0.0856
135.9990	865	0.0659	-0.0815
135.9990	866	0.0673	-0.0799
135.9990	867	0.0672	-0.0801
135.9990	868	0.0661	-0.0809
135.9990	869	0.0645	-0.0813
136.9998	870	0.0577	-0.0829
136.9998	871	0.0587	-0.0844
136.9998	872	0.0597	-0.0858
136.9998	873	0.0615	-0.0875
136.9998	874	0.0616	-0.0888
136.9998	875	0.0615	-0.0889
136.9998	876	0.0615	-0.0889
137.9992	877	0.0479	-0.0908
137.9992	878	0.0495	-0.0927
137.9992	879	0.0487	-0.0931
137.9992	880	0.0468	-0.0940
137.9992	881	0.0455	-0.0947
138.9992	882	0.0509	-0.0955
138.9992	883	0.0511	-0.0968
138.9992	884	0.0521	-0.0983
138.9992	885	0.0516	-0.0989
138.9992	886	0.0508	-0.1003
138.9992	887	0.0514	-0.1018
138.9992	888	0.0535	-0.1027
139.9993	889	0.0516	-0.1039
139.9993	890	0.0516	-0.1042
139.9993	891	0.0511	-0.1049
139.9993	892	0.0513	-0.1059
139.9993	893	0.0539	-0.1073
140.9998	894	0.0583	-0.1091
140.9998	895	0.0580	-0.1105
140.9998	896	0.0583	-0.1109
140.9998	897	0.0592	-0.1124
140.9998	898	0.0604	-0.1138
140.9998	899	0.0606	-0.1150
140.9998	900	0.0604	-0.1157
141.9986	901	0.0797	-0.1168
141.9986	902	0.0795	-0.1174
141.9986	903	0.0784	-0.1181
141.9986	904	0.0783	-0.1183
141.9986	905	0.0782	-0.1194
141.9986	906	0.0773	-0.1198
142.9993	907	0.0938	-0.1200
142.9993	908	0.0937	-0.1208
142.9993	909	0.0939	-0.1220
142.9993	910	0.0937	-0.1224
142.9993	911	0.0902	-0.1223
142.9993	912	0.0893	-0.1229
143.9990	913	0.1076	-0.1247
143.9990	914	0.1078	-0.1251
143.9990	915	0.1069	-0.1261
143.9990	916	0.1066	-0.1244
143.9990	917	0.1064	-0.1217
143.9990	918	0.1072	-0.1181
144.9990	919	0.1058	-0.1058
144.9990	920	0.1049	-0.0948
144.9990	921	0.1033	-0.0914
144.9990	922	0.1031	-0.0898
144.9990	923	0.1030	-0.0895
144.9990	924	0.1034	-0.0900
145.9991	925	0.0892	-0.0905
145.9991	926	0.0892	-0.0905
145.9991	927	0.0891	-0.0907
145.9991	928	0.0902	-0.0919
145.9991	929	0.0910	-0.0923
145.9991	930	0.0898	-0.0923
146.9992	931	0.0720	-0.0924
146.9992	932	0.0719	-0.0925
146.9992	933	0.0737	-0.0933
146.9992	934	0.0742	-0.0937
146.9992	935	0.0744	-0.0940
146.9992	936	0.0744	-0.0936
147.9991	937	0.0648	-0.0939
147.9991	938	0.0651	-0.0943
147.9991	939	0.0685	-0.0954
147.9991	940	0.0694	-0.0955
147.9991	941	0.0706	-0.0961
147.9991	942	0.0711	-0.0960
148.9991	943	0.0655	-0.0975
148.9991	944	0.0656	-0.0973
148.9991	945	0.0638	-0.0984
148.9991	946	0.0631	-0.0985
148.9991	947	0.0633	-0.1009
148.9991	948	0.0652	-0.1029
149.9989	949	0.0592	-0.1037
149.9989	950	0.0582	-0.1034
149.9989	951	0.0590	-0.1041
149.9989	952	0.0594	-0.1047
149.9989	953	0.0596	-0.1057
149.9989	954	0.0568	-0.1062
150.9996	955	0.0685	-0.1068
150.9996	956	0.0674	-0.1081
150.9996	957	0.0687	-0.1107
150.9996	958	0.0695	-0.1123
150.9996	959	0.0698	-0.1130
150.9996	960	0.0694	-0.1139
151.9995	961	0.0698	-0.1149
151.9995	962	0.0699	-0.1147
151.9995	963	0.0700	-0.1146
151.9995	964	0.0699	-0.1148
151.9995	965	0.0745	-0.1150
151.9995	966	0.0765	-0.1155
152.9992	967	0.0819	-0.1157
152.9992	968	0.0819	-0.1159
152.9992	969	0.0820	-0.1158
152.9992	970	0.0820	-0.1158
152.9992	971	0.0820	-0.1159
152.9992	972	0.0820	-0.1160
153.9992	973	0.0796	-0.1160
153.9992	974	0.0796	-0.1159
153.9992	975	0.0796	-0.1159
153.9992	976	0.0796	-0.1159
153.9992	977	0.0797	-0.1160
153.9992	978	0.0798	-0.1159
153.9992	979	0.0797	-0.1159
154.9987	980	0.0817	-0.1160
154.9987	981	0.0816	-0.1160
154.9987	982	0.0815	-0.1160
154.9987	983	0.0813	-0.1161
154.9987	984	0.0812	-0.1161
155.9991	985	0.0793	-0.1160
155.9991	986	0.0793	-0.1160
155.9991	987	0.0794	-0.1160
155.9991	988	0.0794	-0.1160
155.9991	989	0.0793	-0.1159
